datetime	0	0.5	1	1.5	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
2013-04-29 14:00:00	6.57559322	6.305	6.301666667	6.427166667	6.411864407	5.933728814	5.236440678	5.018983051	4.763220339	4.6865	4.648166667	4.662333333	4.690508475	4.598305085	4.641694915	4.489661017	4.496271186	4.564166667	4.444666667	4.399666667	4.507966102	4.387118644	4.389322034
2013-04-29 15:00:00	6.393833333	6.127457627	6.127118644	6.263559322	6.296949153	6.081864407	5.6505	5.2535	4.862166667	4.766779661	4.717627119	4.739830508	4.767627119	4.656949153	4.694833333	4.5425	4.5485	4.634237288	4.48	4.399661017	4.508474576	4.374333333	4.388333333
2013-04-29 16:00:00	6.328983051	6.058135593	6.057966102	6.181	6.227333333	6.044666667	5.790508475	5.746101695	5.408474576	5.078983051	4.882711864	4.775833333	4.7785	4.669666667	4.721016949	4.557457627	4.585084746	4.637288136	4.483833333	4.399666667	4.5055	4.376101695	4.386779661
2013-04-29 17:00:00	6.273898305	6.0045	6.0055	6.126271186	6.173389831	6.023728814	5.716949153	5.612881356	5.194333333	4.897	4.742	4.675762712	4.704237288	4.628305085	4.650847458	4.519	4.553833333	4.581833333	4.451525424	4.398983051	4.509491525	4.380677966	4.389661017
2013-04-29 18:00:00	6.448644068	6.216610169	6.221525424	6.371016949	6.4065	6.205833333	5.826166667	5.430333333	4.960677966	4.771016949	4.676949153	4.655932203	4.696	4.614	4.642	4.508644068	4.544576271	4.581016949	4.451525424	4.399661017	4.508333333	4.391333333	4.389
2013-04-29 19:00:00	6.599322034	6.3775	6.368833333	6.493166667	6.523728814	6.380338983	6.131864407	6.065254237	5.434915254	4.858166667	4.713166667	4.683	4.696271186	4.601525424	4.672033898	4.535932203	4.554576271	4.634	4.471666667	4.399666667	4.510847458	4.40559322	4.389661017
2013-04-29 20:00:00	6.6825	6.423220339	6.404237288	6.498983051	6.523728814	6.377457627	6.183333333	6.235333333	5.786666667	5.01220339	4.767457627	4.771186441	4.769491525	4.659491525	4.715833333	4.589166667	4.615	4.674237288	4.531016949	4.409322034	4.518135593	4.399666667	4.39
2013-04-29 21:00:00	6.667457627	6.438983051	6.431355932	6.517333333	6.554333333	6.410166667	6.175932203	6.154576271	5.535932203	4.809152542	4.73440678	4.723166667	4.729666667	4.6365	4.724067797	4.604915254	4.634745763	4.699830508	4.593666667	4.466333333	4.519666667	4.393728814	4.389322034
2013-04-29 22:00:00	6.6765	6.456166667	6.463166667	6.555762712	6.60440678	6.482542373	6.287966102	6.411355932	6.187166667	5.827166667	5.348333333	5.01	4.871864407	4.72559322	4.765762712	4.634666667	4.680166667	4.7465	4.626949153	4.492033898	4.525254237	4.380847458	4.389322034
2013-04-29 23:00:00	6.603050847	6.389152542	6.391355932	6.514576271	6.5465	6.4185	6.125333333	5.884166667	5.654237288	5.14779661	4.878135593	4.801694915	4.816833333	4.6905	4.724833333	4.598305085	4.637457627	4.687627119	4.573389831	4.451186441	4.518166667	4.376666667	4.388333333
2013-04-30 00:00:00	6.551355932	6.350166667	6.354	6.493666667	6.520677966	6.383050847	6.160508475	6.117966102	5.670677966	5.325333333	4.882	4.79	4.804576271	4.694067797	4.725762712	4.581016949	4.587457627	4.652166667	4.5185	4.406	4.505762712	4.378644068	4.385762712
2013-04-30 01:00:00	6.466666667	6.268474576	6.271186441	6.428644068	6.456101695	6.290338983	6.014666667	5.965333333	5.669166667	5.338135593	5.043559322	4.755762712	4.768135593	4.669830508	4.713333333	4.586666667	4.6045	4.671864407	4.552711864	4.408644068	4.509322034	4.377333333	4.388666667
2013-04-30 02:00:00	6.349661017	6.14	6.148305085	6.289166667	6.334	6.166833333	5.949661017	5.972881356	5.567288136	5.160508475	4.782542373	4.6525	4.685333333	4.608833333	4.683389831	4.569152542	4.624915254	4.701525424	4.596333333	4.488833333	4.562333333	4.397966102	4.388813559
2013-04-30 03:00:00	6.223	6.006	6.0085	6.127627119	6.187118644	6.040508475	5.817966102	5.875762712	5.378833333	4.908333333	4.6305	4.624576271	4.681525424	4.60220339	4.69	4.587	4.667	4.757	4.663389831	4.588305085	4.680508475	4.545254237	4.493559322
2013-04-30 04:00:00	6.12220339	5.861694915	5.871016949	5.990508475	6.055	5.913	5.704166667	5.836666667	5.592542373	4.84559322	4.619830508	4.615423729	4.681833333	4.601333333	4.692	4.589661017	4.677288136	4.760338983	4.670338983	4.599830508	4.706666667	4.602666667	4.5615
2013-04-30 05:00:00	6.02220339	5.690833333	5.699333333	5.8255	5.895254237	5.751864407	5.558305085	5.712881356	5.623728814	5.431666667	5.246666667	5.0425	4.934067797	4.774067797	4.842711864	4.731186441	4.756610169	4.8105	4.705	4.649	4.740338983	4.648135593	4.597457627
2013-04-30 06:00:00	5.849166667	5.571525424	5.554576271	5.681355932	5.756779661	5.612711864	5.438166667	5.6095	5.540833333	5.477966102	5.406271186	5.324655172	5.169491525	4.93220339	4.876333333	4.6705	4.703333333	4.788644068	4.701016949	4.652033898	4.736440678	4.653333333	4.5435
2013-04-30 07:00:00	5.788644068	5.508813559	5.475762712	5.603833333	5.672333333	5.5405	5.362033898	5.543220339	5.474576271	5.415932203	5.376610169	5.339666667	5.3135	5.206833333	5.154915254	4.824745763	4.73220339	4.763728814	4.67	4.6085	4.7115	4.615932203	4.581355932
2013-04-30 08:00:00	5.71	5.413666667	5.399666667	5.509491525	5.587288136	5.447627119	5.271186441	5.434237288	5.388666667	5.3135	5.2725	5.244915254	5.236610169	5.092372881	5.046949153	4.814	4.763333333	4.781166667	4.671186441	4.607288136	4.712033898	4.615254237	4.58220339
2013-04-30 09:00:00	5.553728814	5.284067797	5.279491525	5.389322034	5.4605	5.331166667	5.151666667	5.322666667	5.272542373	5.203559322	5.172033898	5.142711864	5.188333333	5.105666667	5.158166667	5.00559322	5.028813559	5.046440678	4.89440678	4.771864407	4.817833333	4.655333333	4.585666667
2013-04-30 10:00:00	5.460508475	5.168166667	5.168166667	5.267166667	5.343050847	5.212033898	5.031355932	5.200169492	5.153389831	5.107666667	5.096833333	5.109166667	5.163050847	5.098813559	5.175423729	5.078135593	5.129830508	5.215166667	5.088666667	5.001166667	5.074067797	4.920508475	4.78440678
2013-04-30 11:00:00	5.4225	5.13559322	5.128474576	5.230338983	5.291525424	5.163220339	4.9935	5.1545	5.101	5.059491525	5.035932203	5.064915254	5.103898305	5.048135593	5.143	5.048	5.1085	5.181694915	5.055932203	4.967457627	5.033559322	4.917833333	4.834666667
2013-04-30 12:00:00	5.455762712	5.186779661	5.187627119	5.290833333	5.357666667	5.231	5.046271186	5.202542373	5.145084746	5.089152542	5.057627119	5.079833333	5.131166667	5.083166667	5.18	5.079152542	5.136949153	5.214576271	5.104833333	5.0005	5.069833333	4.943389831	4.839491525
2013-04-30 13:00:00	5.559	5.249666667	5.240833333	5.350338983	5.417627119	5.278983051	5.097457627	5.265423729	5.214666667	5.182833333	5.169166667	5.164915254	5.222033898	5.162372881	5.238813559	5.125666667	5.186333333	5.269	5.165084746	5.073898305	5.118813559	4.961355932	4.843898305
2013-04-30 14:00:00	5.559830508	5.26440678	5.26559322	5.362542373	5.428666667	5.288833333	5.11	5.279333333	5.231694915	5.191186441	5.176779661	5.189322034	5.268	5.221	5.307	5.211355932	5.272881356	5.366440678	5.255254237	5.125423729	5.173666667	5.030333333	4.895
2013-04-30 15:00:00	5.685423729	5.3305	5.326833333	5.4315	5.489661017	5.346440678	5.163898305	5.341016949	5.285254237	5.245333333	5.2335	5.228166667	5.31220339	5.26220339	5.364237288	5.264915254	5.33559322	5.4345	5.319666667	5.209666667	5.242711864	5.055084746	4.931694915
2013-04-30 16:00:00	5.797333333	5.424067797	5.409830508	5.519152542	5.578983051	5.441186441	5.262166667	5.4395	5.382	5.343898305	5.324576271	5.343728814	5.398474576	5.356949153	5.450166667	5.349333333	5.3975	5.491016949	5.373389831	5.265423729	5.258983051	5.036666667	4.853666667
2013-04-30 17:00:00	5.911016949	5.548644068	5.516101695	5.640333333	5.705	5.571166667	5.399661017	5.570338983	5.523050847	5.487627119	5.478305085	5.520333333	5.564166667	5.526833333	5.630847458	5.53	5.589830508	5.664067797	5.531	5.3875	5.383666667	5.196101695	4.941186441
2013-04-30 18:00:00	5.932	5.606166667	5.603666667	5.717966102	5.790847458	5.645254237	5.467118644	5.641186441	5.588833333	5.552666667	5.545833333	5.586949153	5.628813559	5.579152542	5.683050847	5.578333333	5.625333333	5.692833333	5.530508475	5.363898305	5.368983051	5.186949153	5.044915254
2013-04-30 19:00:00	5.949661017	5.615762712	5.621864407	5.732033898	5.804333333	5.663666667	5.485833333	5.673333333	5.623050847	5.574576271	5.57779661	5.619830508	5.653166667	5.600333333	5.6765	5.542033898	5.526949153	5.513220339	5.234237288	4.998813559	5.004666667	4.868833333	4.824
