datetime	0	0.5	1	1.5	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
2013-04-27	5.678880563	5.429967093	5.37574006333333	5.40890709333333	5.38034790366667	4.93838239666667	4.452175488	4.50823148966667	4.44550902	4.41191713766667	4.40049905833333	4.45072222233333	4.51668748133333	4.45771929833333	4.56512756466667	4.47091109133333	4.54919367633333	4.64997160266667	4.56811299433333	4.50712806	4.612093369	4.48954960866667	4.47670036666667
2013-04-28	7.595304025125	5.97044373825	5.62829684554167	5.60252483516667	5.571123587625	5.24820491995833	4.90977201041667	4.9522648305	4.754119114875	4.618815913375	4.54546763183333	4.56508545204167	4.61509251416667	4.545562970875	4.639775776875	4.543588159125	4.60705402541667	4.70590819220833	4.622338865375	4.55079060733333	4.64937641233333	4.54161499533333	4.50959592745833
2013-04-29	7.39471939725	6.93674046604167	6.679931968	6.52285157720833	6.38875294270833	5.99715042370833	5.60200153004167	5.49874835208333	5.19203048495833	4.94347763654167	4.80115748591667	4.75964465629167	4.767910193	4.66738429854167	4.73539771658333	4.622377236375	4.6631991525	4.74126883229167	4.624353696	4.539965984	4.62963300379167	4.51218220341667	4.487324387875
2013-04-30	5.89058145016667	5.60013959520833	5.596817678875	5.71375941616667	5.7776845575	5.636317208125	5.445816737375	5.58580579104167	5.46619668083333	5.32423187383333	5.23396704325	5.21245373479167	5.23634263170833	5.156732933125	5.221606403	5.09133921841667	5.125571327625	5.19137841345833	5.0620156545	4.94763877116667	4.99751059320833	4.85035687379167	4.759714807
2013-05-01	8.75778828384211	7.10013831310526	6.67920711547368	6.48791678473684	6.42583256031579	6.17569104968421	5.91660460889474	6.01555670542105	5.95250998805263	5.87269889452632	5.83861128031579	5.85632932789474	5.84865007426316	5.77798480526316	5.84717032415789	5.72263583115789	5.76840945578947	5.86252241521053	5.75535896689474	5.67602500389474	5.76367948252632	5.66649690752632	5.61462016257895
2013-05-02	6.73225965175	6.60213100279167	6.60878625233333	6.69820539083333	6.76168408670833	6.58556332395833	6.35722907329167	6.48495527316667	6.41101577220833	6.32078307445833	6.29954307904167	6.26007897829167	6.33948222691667	6.2864633945	6.37197281075	6.24897804245833	6.28984875233333	6.36366278254167	6.24270091808333	6.138417726	6.18948505183333	6.06295880416667	5.97501388883333
2013-05-03	6.56799693979167	6.49213724095833	6.50326588991667	6.59280661483333	6.683337452875	6.55247269308333	6.37236169958333	6.55611287666667	6.52599105466667	6.47723143954167	6.47498905366667	6.45001647829167	6.54068620529167	6.50011911483333	6.598655131875	6.49739889354167	6.556848046	6.64918020245833	6.55424346545833	6.48444738720833	6.56897022133333	6.47177966095833	6.423816384125
2013-05-04	7.12041148775	6.8556506185	6.76167577445833	6.78532933554167	6.8047299175	6.594620174125	6.33557132770833	6.465280484875	6.42025035316667	6.36049169591667	6.34766106570833	6.30553604133333	6.40381046658333	6.35090018833333	6.454476224125	6.340534251375	6.40110109416667	6.49205101791667	6.40009199045833	6.33169823925	6.4108333455	6.31200306029167	6.26215901595833
2013-05-05	8.51469538641667	8.06064119825	7.745314005875	7.56846832179167	7.51993329116667	7.17074446808333	6.83261687854167	6.91267773075	6.79222118729167	6.63894888466667	6.550721759625	6.50078738070833	6.56493135095833	6.51939088983333	6.605878413375	6.49681379470833	6.54382169291667	6.62896950291667	6.51658626379167	6.43275299525	6.49330830320833	6.374237288125	6.3085610875
2013-05-06	10.2522083329167	9.550866054625	9.26363288595833	9.1551133475	8.89560228345833	7.71343243883333	6.97670068275	6.97324234929167	6.82387829566667	6.668406536125	6.61037711858333	6.5584677495	6.610012005625	6.56281450091667	6.64977448208333	6.56649023066667	6.60839053679167	6.69503731170833	6.58260323308333	6.50255920433333	6.583283074375	6.46169173733333	6.38476930320833
